Persistence:IAMUser/AnomalousBehavior,AWSIAM,Protect,"El uso de autenticación multi-factor, políticas de contraseñas seguras y credenciales rotativas puede mitigar los ataques de fuerza bruta","Enforcing multi-factor authentication, strong password policies, and rotating credentials may mitigate brute force attacks"
Backdoor:EC2/DenialOfService.Dns,AmazonVirtualPrivatecloud,Protect,Los grupos de seguridad de VPC y las listas de control de acceso a la red (NACL) se pueden usar para restringir el acceso a los puntos finales,VPC security groups and network access control lists (NACLs) can be used to restrict access to endpoints
Impact:EC2/WinRMBruteForce,AmazonCognito,Protect,La capacidad MFA de Amazon Cognito brinda una protección significativa contra compromisos de contraseñas,Amazon Cognito MFA capability provides significant protection against password compromises
Trojan:EC2/DriveBySourceTraffic!DNS,AmazonGuardDuty,Detect,Una instancia EC2 está consultando un nombre de dominio de un host remoto que es una fuente conocida de ataques de descarga Drive-By. Recomendaciones: https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#trojan-ec2-drivebysourcetrafficdns,An EC2 instance is querying a domain name of a remote host that is a known source of Drive-By download attacks. Recommendations: https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#trojan-ec2-drivebysourcetrafficdns
iam-password-policy,AmazonInspector,Protect,El paquete de evaluación de prácticas recomendadas de Amazon Inspector puede detectar la configuración de control de seguridad relacionada con las políticas de autenticación y contraseña en los puntos finales de Linux,The Amazon Inspector Best Practices assessment package can detect security control settings related to authentication and password policies on Linux endpoints
Recon:EC2/Portscan,AmazonInspector,Protect,"El paquete de evaluación de la accesibilidad de la red de Amazon Inspector puede evaluar si los componentes de la nube/red son vulnerables o no (p. ej., accesibles públicamente desde Internet)","Amazon Inspector Network Reachability assessment package can assess whether or not cloud/network components are vulnerable (e.g., publicly accessible from the Internet)"
elb-tls-https-listeners-only,AmazonVirtualPrivatecloud,Protect,"AWS Virtual Private Network (VPN) se puede utilizar para cifrar el tráfico que atraviesa redes que no son de confianza, lo que puede evitar que se recopile información a través de la detección de redes",AWS Virtual Private Network (VPN) can be used to encrypt traffic traversing over untrusted networks which can prevent information from being gathered via network sniffing
CryptoCurrency:EC2/BitcoinTool.B,AWSCloudWatch,Detect,"Mitigación: las métricas podrían usarse para detectar si el uso de un recurso ha aumentado, como cuando un adversario secuestra un recurso para realizar tareas intensivas",Mitigation: metrics could be used to detect if the usage of a resource has increased such as when an adversary hijacks a resource to perform intensive tasks
CA_CERTIFICATE_EXPIRING_CHECK,AWSIOTDeviceDefender,Protect,"'"CA certificate expiring'" puede identificar y resolver problemas de configuración que deben corregirse para garantizar que el cifrado SSL/TLS esté habilitado","'"CA certificate expiring'" can identify and resolve configuration problems that should be fixed in order to ensure SSL/TLS encryption is enabled."
multi-region-cloudtrail-enabled,AWSIAM,Protect,La condición global aws:RequestedRegion abarca todas las acciones en todos los servicios de AWS,Global condition key aws:RequestedRegion supports all actions across all AWS services
CA_CERTIFICATE_KEY_QUALITY_CHECK,AWSIOTDeviceDefender,Protect,"'"CA certificate key quality'" puede identificar y resolver problemas de configuración que deben corregirse para garantizar que el cifrado SSL/TLS esté habilitado","'"CA certificate key quality'" can identify and resolve configuration problems that should be fixed in order to ensure SSL/TLS encryption is enabled."
REVOKED_CA_CERTIFICATE_STILL_ACTIVE_CHECK,AWSIOTDeviceDefender,Protect,"'"CA certificate revoked but device certificates still active'" indica que los certificados de dispositivo firmados con un certificado de CA revocado aún están activos, lo que indica que los dispositivos que usan esos certificados están controlados por un adversario si el certificado de CA fue revocado debido a un compromiso.","'"CA certificate revoked but device certificates still active'" indicates that device certificates signed using a revoked CA certificate are still active, which way indicate that devices using those certificates are controlled by an adversary if the CA certificate was revoked due to compromise."
