T1040,AmazonVirtualPrivatecloud,elb-tls-https-listeners-only
T1040,AWSCloudWatch,elb-tls-https-listeners-only
T1040,AWSConfig,acm-certificate-expiration-check
T1040,AWSConfig,alb-http-to-https-redirection-check
T1040,AWSConfig,api-gw-ssl-enabled
T1530,AWSConfig,s3-account-level-public-access-blocks-periodic
T1552.001,AWSConfig,s3-account-level-public-access-blocks-periodic
T1040,AWSConfig,elasticsearch-in-vpc-only
T1040,AWSConfig,elasticsearch-node-to-node-encryption-check
T1040,AWSConfig,elb-acm-certificate-required
T1040,AWSConfig,elb-predefined-security-policy-ssl-check
T1040,AWSConfig,elb-tls-https-listeners-only
T1040,AWSConfig,redshift-enhanced-vpc-routing-enabled
T1040,AWSConfig,redshift-require-tls-ssl
T1040,AWSConfig,s3-bucket-ssl-requests-only
T1040,AWSIOTDeviceDefender,CA_CERTIFICATE_EXPIRING_CHECK
T1040,AWSIOTDeviceDefender,CA_CERTIFICATE_KEY_QUALITY_CHECK
T1040,AWSIOTDeviceDefender,DEVICE_CERTIFICATE_EXPIRING_CHECK
T1040,AWSIOTDeviceDefender,DEVICE_CERTIFICATE_KEY_QUALITY_CHECK
T1040,AWSIOTDeviceDefender,DEVICE_CERTIFICATE_SHARED_CHECK
T1040,AWSIOTDeviceDefender,REVOKED_CA_CERTIFICATE_STILL_ACTIVE_CHECK
T1040,AWSIOTDeviceDefender,REVOKED_DEVICE_CERTIFICATE_STILL_ACTIVE_CHECK
T1040,AWSRDS,elb-tls-https-listeners-only
T1046,AmazonGuardDuty,Impact:EC2/PortSweep
T1046,AmazonGuardDuty,Recon:EC2/PortProbeEMRUnprotectedPort
T1528,AWSIAM,Impact:IAMUser/AnomalousBehavior
T1046,AmazonGuardDuty,Recon:EC2/PortProbeUnprotectedPort
T1046,AmazonGuardDuty,Recon:EC2/Portscan
T1046,AmazonInspector,Recon:EC2/Portscan
T1046,AmazonVirtualPrivatecloud,Recon:EC2/Portscan
