TA0002,T1204
TA0002,T1204.003
TA0003,T1078
TA0003,T1078.001
TA0003,T1078.004
TA0003,T1098
TA0003,T1098.001
TA0003,T1098.004
TA0003,T1136
TA0003,T1136.003
TA0003,T1525
TA0004,T1078
TA0004,T1078.001
TA0004,T1078.004
TA0005,T1078
TA0005,T1078.001
TA0005,T1078.004
TA0005,T1535
TA0001,T1566
TA0005,T1550
TA0005,T1550.001
TA0005,T1562
TA0005,T1562.001
TA0005,T1562.007
TA0005,T1562.008
TA0005,T1578
TA0005,T1578.001
TA0005,T1578.002
TA0005,T1578.003
TA0005,T1578.004
TA0006,T1040
TA0006,T1110
TA0006,T1110.001
TA0006,T1110.002
TA0006,T1110.003
TA0006,T1110.004
TA0006,T1528
TA0006,T1552
TA0006,T1552.001
TA0006,T1552.005
TA0006,T1621
TA0007,T1040
TA0007,T1046
TA0007,T1087.004
TA0007,T1201
TA0007,T1526
TA0007,T1538
TA0007,T1580
TA0007,T1619
TA0008,T1550
TA0008,T1550.001
TA0009,T1119
TA0009,T1530
TA0010,T1537
TA0040,T1485
TA0040,T1486
TA0040,T1491
TA0040,T1491.002
TA0040,T1496
TA0040,T1498
TA0040,T1498.001
TA0040,T1498.002
TA0040,T1499.002
TA0040,T1499.003
TA0040,T1499.004
TA0040,T1531
TA0001,T1078
TA0001,T1078.001
TA0001,T1078.004
TA0001,T1189
TA0001,T1190
TA0001,T1199
