T1040,8.2.1
T1040,10.6
T1040,8.6
T1040,8.5
T1040,8.3
T1040,8.2.2
T1040,8.2
T1040,8.1
T1040,7.1.4
T1040,2.1
T1040,12.3
T1040,9.3
T1040,8.7
T1040,7.2
T1040,7.1
T1040,6.4.2
T1040,8.5.1
T1040,8.1.5
T1040,2.3
T1040,12.3.9
T1040,12.3.8
T1040,12.3.10
T1040,2
T1040,1
T1040,11.5.1
T1040,6.1
T1040,12.2
T1040,12.10.6
T1040,12.10.5
T1040,12.10.1
T1040,12.1
T1040,11.5
T1040,11.4
T1040,11.3
T1040,11.2
T1040,11.1
T1040,10.9
T1040,10.6.2
T1040,10.6.1
T1040,10.1
T1040,1.1.3
T1040,1.1.2
T1040,1.1.1
T1040,5
T1040,12.5.2
T1040,10.6.3
T1040,9.9.2
T1040,6.7
T1040,6.6
T1040,6.5
T1040,6.4
T1040,6.3
T1046,6.2
T1046,2.2
T1046,11.4
T1046,11.3
T1046,10.8
T1046,10.6.2
T1046,10.6.1
T1046,10.6
T1046,1.3
T1046,1.2
T1046,1.1
T1046,2
T1046,1
T1046,1.1.3
T1046,1.1.2
T1046,1.1.1
T1046,9.3
T1046,7.2
T1046,7.1
T1046,6.4.2
T1046,6.4.1
T1046,11.5.1
T1046,9.9.3
T1046,9.1.1
T1046,8.1.5
T1046,6.1
T1046,12.5.2
T1046,12.2
T1046,12.11
T1046,12.10.6
T1046,12.10.5
T1046,12.10.1
T1046,12.1
T1046,11.5
T1046,11.2
T1046,11.1
T1046,10.9
T1046,10.6.3
T1046,10.1
T1046,12.10.5 
T1046,5
T1046,9.9
T1046,9.8
T1046,9.7
T1046,9.6
T1046,9.5
T1046,2.4
T1046,6.5
T1078,6.7
T1078,6.6
T1078,6.5
T1078,6.4
T1078,6.3
T1078,8.1.5
T1078,10.6
T1078,9.9.2
T1078,2.2
T1078,1.2
T1078,6.1
T1078,12.9
T1078,12.8
T1078,12.2
T1078,11.3
T1078,11.2
T1078,12.8.2
T1078,11.5.1
T1078,6.2
T1078,12.5.2
T1078,12.10.6
T1078,12.1
T1078,10.6.3
T1078,8.2.1
T1078,8.6
T1078,8.5
T1078,8.3
T1078,8.2.2
T1078,8.2
T1078,8.1
T1078,7.1.4
T1078,2.1
T1078,12.3
T1078.001,6.7
T1078.001,6.6
T1078.001,6.5
T1078.001,6.4
T1078.001,6.3
T1078.001,8.1.5
T1078.001,10.6
T1078.001,9.9.2
T1078.001,2.2
T1078.001,1.2
T1078.001,6.1
T1078.001,12.9
T1078.001,12.8
T1078.001,12.2
T1078.001,11.3
T1078.001,11.2
T1078.001,12.8.2
T1078.001,8.2.1
T1078.001,9.3
T1078.001,9.1.1
T1078.001,8.7
T1078.001,8.6
T1078.001,8.5
T1078.001,8.2.2
T1078.001,8.2
T1078.001,8.1
T1078.001,7.2
T1078.001,7.1.4
T1078.001,7.1
T1078.001,6.4.2
T1078.001,2.1
T1078.001,12.3
T1078.001,11.4
T1078.001,10.6.2
T1078.001,10.6.1
T1078.001,11.5.1
T1078.001,9.9.3
T1078.001,6.2
T1078.001,12.5.2
T1078.001,12.11
T1078.001,12.10.6
T1078.001,12.10.5
T1078.001,12.10.1
T1078.001,12.1
T1078.001,11.5
T1078.001,11.1
T1078.001,10.9
T1078.001,10.8
T1078.001,10.6.3
T1078.001,10.1
T1078.001,12.10.5 
T1078.004,6.7
T1078.004,6.6
T1078.004,6.5
T1078.004,6.4
T1078.004,6.3
T1078.004,8.1.5
T1078.004,10.6
T1078.004,9.9.2
T1078.004,2.2
T1078.004,1.2
T1078.004,6.1
T1078.004,12.9
T1078.004,12.8
T1078.004,12.2
T1078.004,11.3
T1078.004,11.2
T1078.004,12.8.2
T1078.004,8.2.1
T1078.004,9.3
T1078.004,9.1.1
T1078.004,8.7
T1078.004,8.6
T1078.004,8.5
T1078.004,8.2.2
T1078.004,8.2
T1078.004,8.1
T1078.004,7.2
T1078.004,7.1.4
T1078.004,7.1
T1078.004,6.4.2
T1078.004,2.1
T1078.004,12.3
T1078.004,11.4
T1078.004,10.6.2
T1078.004,10.6.1
T1078.004,11.5.1
T1078.004,9.9.3
T1078.004,6.2
T1078.004,12.5.2
T1078.004,12.11
T1078.004,12.10.6
T1078.004,12.10.5
T1078.004,12.10.1
T1078.004,12.1
T1078.004,11.5
T1078.004,11.1
T1078.004,10.9
T1078.004,10.8
T1078.004,10.6.3
T1078.004,10.1
T1078.004,12.10.5 
T1078.001,1.1.3
T1078.001,1.1.2
T1078.001,1.1.1
T1078.001,5
T1078.004,1.1.3
T1078.004,1.1.2
T1078.004,1.1.1
T1078.004,5
T1078.004,8.3
T1078.004,8.5.1
T1078.004,2.4
T1078.004,2.3
T1078.004,12.3.9
T1078.004,12.3.8
T1078.004,12.3.10
T1087.004,9.3
T1087.004,9.1.1
T1087.004,8.7
T1087.004,8.6
T1087.004,8.5
T1087.004,8.2.2
T1087.004,8.2
T1087.004,8.1
T1087.004,7.2
T1087.004,7.1.4
T1087.004,7.1
T1087.004,6.4.2
T1087.004,2.1
T1087.004,12.3
T1087.004,11.4
T1087.004,10.6.2
T1087.004,10.6.1
T1087.004,2.2
T1087.004,10.6
T1087.004,8.3
T1098,2.2
T1098,1.2
T1098,9.3
T1098,7.2
T1098,7.1
T1098,11.5.1
T1098,8.1.5
T1098,6.1
T1098,12.2
T1098,12.10.6
T1098,12.10.5
T1098,12.10.1
T1098,12.1
T1098,11.5
T1098,11.4
T1098,11.3
T1098,11.2
T1098,11.1
T1098,10.9
T1098,10.6.2
T1098,10.6.1
T1098,10.6
T1098,10.1
T1098,1.1.3
T1098,1.1.2
T1098,1.1.1
T1098,5
T1098,12.5.2
T1098,10.6.3
T1098.001,8.6
T1098.001,8.5
T1098.001,8.3
T1098.001,8.2.2
T1098.001,8.2
T1098.001,8.1
T1098.001,7.1.4
T1098.001,2.1
T1098.001,12.3
T1098.001,11.5.1
T1098.001,8.1.5
T1098.001,6.1
T1098.001,12.2
T1098.001,12.10.6
T1098.001,12.10.5
T1098.001,12.10.1
T1098.001,12.1
T1098.001,11.5
T1098.001,11.4
T1098.001,11.3
T1098.001,11.2
T1098.001,11.1
T1098.001,10.9
T1098.001,10.6.2
T1098.001,10.6.1
T1098.001,10.6
T1098.001,10.1
T1098.001,1.1.3
T1098.001,1.1.2
T1098.001,1.1.1
T1098.001,5
T1098.001,12.5.2
T1098.001,10.6.3
T1098.001,9.9.2
T1098.001,6.2
T1098.001,2.2
T1098.001,10.8
T1098.001,1.3
T1098.001,1.2
T1098.001,1.1
T1098.001,2
T1098.001,1
T1098.001,9.3
T1098.001,7.2
T1098.001,7.1
T1098.001,9.1.1
T1098.001,8.7
T1098.001,6.4.2
T1098.001,8.5.1
T1098.001,2.4
T1098.001,2.3
T1098.001,12.3.9
T1098.001,12.3.8
T1098.001,12.3.10
T1098.004,6.4.2
T1098.004,6.4.1
T1098.004,2.2
T1098.004,1.2
T1098.004,1.1.3
T1098.004,1.1.2
T1098.004,1.1.1
T1098.004,9.9
T1098.004,9.8
T1098.004,9.7
T1098.004,9.6
T1098.004,9.5
T1098.004,2.4
T1098.004,12.10.5
T1098.004,11.5
T1098.004,11.4
T1098.004,11.1
T1098.004,10.6.1
T1098.004,10.1
T1098.004,8.2.1
T1098.004,9.3
T1098.004,8.7
T1098.004,8.2.2
T1098.004,8.1
T1098.004,7.2
T1098.004,7.1.4
T1098.004,7.1
T1098.004,11.5.1
T1098.004,6.5
T1098.004,6.2
T1098.004,6.1
T1098.004,12.5.2
T1098.004,12.2
T1098.004,12.10.6
T1098.004,12.1
T1098.004,11.3
T1098.004,11.2
T1098.004,10.6.3
T1098.004,10.9
T1098.004,5
